3,-85.845,1.44e+07,411,1,0,0,411,411
3,-89.842,1.44e+07,325,1,411,0.31019,325,325
2,-62.772,1.444e+08,589,1,0,0,589,589
2,-61.679,1.444e+08,389,1,589,0.16103,389,389
2,-46.587,1.444e+08,688,1,978,0.27111,688,688
4,-85.145,1.44e+07,675,1,0,0,675,675
4,-81.09,1.44e+07,605,1,675,0.50944,565.58,565.58
4,-79.267,1.44e+07,511,0.9692,1240.6,0.89962,376.45,376.45
2,-66.663,8.66e+07,210,1,1666,0.46913,210,210
4,-81.259,1.44e+07,407,0.90286,1617,0.93641,282.18,282.18
4,-44.575,1.444e+08,431,0.86406,1899.2,0.96829,263.02,263.02
3,-81.359,1.44e+07,812,1,736,0.57108,396.75,396.75
4,-85.169,1.44e+07,344,0.82245,2162.2,0.98596,206.52,206.52
4,-56.595,1.444e+08,532,0.79675,2368.8,1.0122,198,198
3,-81.562,1.44e+07,493,0.73175,1132.8,0.92165,282.18,282.18
2,-48.119,1.444e+08,585,1,1876,0.54987,585,585
2,-14.609,1.444e+08,341,1,2461,0.74256,341,341
3,-83.374,1.44e+07,308,0.69325,1414.9,0.96829,225.69,225.69
2,-69.205,8.66e+07,623,1,2802,0.89907,461.76,461.76
2,-22.107,1.444e+08,221,0.95292,3263.8,0.94556,221,221
2,-82.894,1.44e+07,573,0.95578,3484.8,0.97729,243.01,243.01
2,-45.816,1.444e+08,241,0.88357,3727.8,1.0101,229.73,229.73
2,-73.309,5.78e+07,461,0.88733,3957.5,1.0272,203.05,203.05
3,-83.49,1.44e+07,551,0.69843,1640.6,0.99617,188.05,188.05
2,-38.018,1.444e+08,830,0.84547,4160.5,1.0439,189.42,189.42
3,-82.227,1.44e+07,575,0.63058,1828.7,1.0209,161.16,161.16
2,-84.347,1.44e+07,733,0.75638,4350,1.055,154.47,154.47
2,20.575,1.444e+08,382,0.6947,4504.4,1.0749,152.36,152.36
3,-49.84,1.444e+08,441,0.57261,1989.8,1.0432,156.43,156.43
4,-88.708,1.44e+07,281,0.73231,2566.8,1.027,162.81,162.81
2,-45.166,1.444e+08,411,1,0,0,411,411
2,-51.968,1.444e+08,325,1,411,0.11236,325,325
2,-62.772,1.444e+08,589,1,736,0.20311,589,589
2,-61.679,1.444e+08,389,1,1325,0.36971,389,389
2,-46.587,1.444e+08,688,1,1714,0.48876,688,688
2,-53.696,1.444e+08,675,1,2402,0.70954,577.36,577.36
2,-78.472,2.88e+07,605,0.96827,2979.4,0.9137,358.6,358.6
2,-42.81,1.444e+08,511,0.90656,3338,0.97572,321.92,321.92
2,-66.663,8.66e+07,210,0.87285,3659.9,0.99489,210,210
2,-50.55,1.444e+08,407,0.87892,3869.9,1.0143,262.39,262.39
4,-44.575,1.444e+08,431,1,0,0,431,431
2,12.588,1.444e+08,812,0.8591,4132.3,1.021,237.02,237.02
2,-32.301,1.444e+08,344,0.77718,4369.3,1.0352,216.06,216.06
4,-56.595,1.444e+08,532,1,431,0.11783,532,532
2,21.848,1.444e+08,493,0.76858,4585.4,1.0482,199.3,199.3
2,-48.119,1.444e+08,585,0.74077,4784.7,1.0595,185.24,185.24
2,-14.609,1.444e+08,341,0.70555,4969.9,1.0698,172.97,172.97
2,-36.955,1.444e+08,308,0.69639,5142.9,1.0795,162.18,162.18
4,-48.796,1.444e+08,623,1,963,0.26604,623,623
2,-22.107,1.444e+08,221,0.68959,5305.1,1.0888,152.61,152.61
2,-82.894,1.44e+07,573,0.68962,5457.7,1.0976,121.71,121.71
2,-45.816,1.444e+08,241,0.6574,5579.4,1.1123,121.29,121.29
4,-55.775,1.444e+08,461,1,1586,0.44613,461,461
2,-18.781,1.444e+08,551,0.65315,5700.7,1.1202,115.44,115.44
2,-38.018,1.444e+08,830,0.6268,5816.1,1.1277,110.1,110.1
2,-58.3,1.444e+08,575,0.58623,5926.2,1.135,105.22,105.22
3,-62.018,1.444e+08,733,1,0,0,733,733
2,20.575,1.444e+08,382,0.56453,6031.4,1.1421,100.73,100.73
3,-49.84,1.444e+08,441,1,733,0.20039,441,441
2,-50.243,1.444e+08,281,0.55414,6132.2,1.149,96.588,96.588
2,-45.166,1.444e+08,411,1,0,0,411,411
2,-51.968,1.444e+08,325,1,411,0.11236,325,325
2,-62.772,1.444e+08,589,1,736,0.20311,589,589
2,-61.679,1.444e+08,389,1,1325,0.36971,389,389
2,-46.587,1.444e+08,688,1,1714,0.48876,688,688
2,-53.696,1.444e+08,675,1,2402,0.70954,577.36,577.36
2,-78.472,2.88e+07,605,0.96827,2979.4,0.9137,358.6,358.6
2,-42.81,1.444e+08,511,0.90656,3338,0.97572,321.92,321.92
4,-67.182,8.66e+07,210,1,0,0,210,210
2,-50.55,1.444e+08,407,0.87285,3659.9,0.99489,287.44,287.44
4,-44.575,1.444e+08,431,1,210,0.064505,431,431
2,12.588,1.444e+08,812,0.85811,3947.3,1.0098,259.63,259.63
2,-32.301,1.444e+08,344,0.77734,4206.9,1.0233,236.61,236.61
4,-56.595,1.444e+08,532,1,641,0.18331,532,532
2,21.848,1.444e+08,493,0.77199,4443.6,1.0358,217.24,217.24
2,-48.119,1.444e+08,585,0.74585,4660.8,1.0474,200.72,200.72
2,-14.609,1.444e+08,341,0.71137,4861.5,1.0583,186.47,186.47
2,-36.955,1.444e+08,308,0.70355,5048,1.0686,174.04,174.04
4,-48.796,1.444e+08,623,1,1173,0.33359,623,623
2,-22.107,1.444e+08,221,0.69785,5222,1.0784,163.12,163.12
2,-82.894,1.44e+07,573,0.69901,5385.2,1.0877,128.97,128.97
2,-45.816,1.444e+08,241,0.6662,5514.1,1.1032,128.32,128.32
4,-55.775,1.444e+08,461,1,1796,0.51819,461,461
2,-18.781,1.444e+08,551,0.66241,5642.4,1.1114,121.82,121.82
2,-38.018,1.444e+08,830,0.6356,5764.3,1.1193,115.92,115.92
2,-58.3,1.444e+08,575,0.59402,5880.2,1.1268,110.54,110.54
3,-62.018,1.444e+08,733,1,0,0,733,733
